time (min),induction layer,Strain 6059,Strain 6325,Strain 6326,Strain 6327
8534.0,3758.22238399,2759.28037291,8267.26634516,5337.01090039,7352.86644328
8534.25,3758.22238364,2759.28036483,8267.2663443,5337.01091504,7352.8664442
8534.5,3758.2223833,2759.28035677,8267.26634344,5337.01092971,7352.86644511
8534.75,3758.22238296,2759.28034873,8267.26634258,5337.01094439,7352.86644603
8535.0,3758.22238261,2759.28034072,8267.26634171,5337.01095907,7352.86644695
8535.25,3758.22238227,2759.28033273,8267.26634085,5337.01097375,7352.86644786
8535.5,3758.22238192,2759.28032477,8267.26633999,5337.01098842,7352.86644878
8535.75,3758.22238158,2759.28031683,8267.26633913,5337.01100309,7352.8664497
8536.0,3758.22238123,2759.28030891,8267.26633826,5337.01101773,7352.86645061
8536.25,3758.22238089,2759.28030102,8267.2663374,5337.01103235,7352.86645153
8536.5,3758.22238054,2759.28029316,8267.26633654,5337.01104695,7352.86645245
8536.75,3758.2223802,2759.28028532,8267.26633568,5337.01106151,7352.86645336
8537.0,3758.22237986,2759.28027751,8267.26633481,5337.01107603,7352.86645428
8537.25,3758.22237951,2759.28026972,8267.26633395,5337.0110905,7352.8664552
8537.5,3758.22237917,2759.28026196,8267.26633309,5337.01110493,7352.86645611
8537.75,3758.22237882,2759.28025422,8267.26633223,5337.01111929,7352.86645703
8538.0,3758.22237848,2759.28024651,8267.26633137,5337.0111336,7352.86645795
8538.25,3758.22237813,2759.28023883,8267.2663305,5337.01114784,7352.86645886
8538.5,3758.22237779,2759.28023118,8267.26632964,5337.011162,7352.86645978
8538.75,3758.22237744,2759.28022355,8267.26632878,5337.01117608,7352.8664607
8539.0,3758.2223771,2759.28021595,8267.26632792,5337.01119007,7352.86646161
8539.25,3758.22237676,2759.28020837,8267.26632705,5337.01120397,7352.86646253
8539.5,3758.22237641,2759.28020082,8267.26632619,5337.01121778,7352.86646345
8539.75,3758.22237607,2759.2801933,8267.26632533,5337.01123147,7352.86646436
8540.0,3758.22237572,2759.28018581,8267.26632447,5337.01124506,7352.86646528
8540.25,3758.22237538,2759.28017835,8267.2663236,5337.01125852,7352.8664662
8540.5,3758.22237503,2759.28017091,8267.26632274,5337.01127187,7352.86646711
8540.75,3758.22237469,2759.28016351,8267.26632188,5337.01128508,7352.86646803
8541.0,3758.22237435,2759.28015613,8267.26632102,5337.01129815,7352.86646895
8541.25,3758.222374,2759.28014878,8267.26632016,5337.01131108,7352.86646987
8541.5,3758.22237366,2759.28014146,8267.26631929,5337.01132386,7352.86647078
8541.75,3758.22237331,2759.28013417,8267.26631843,5337.01133648,7352.8664717
8542.0,3758.22237297,2759.28012691,8267.26631757,5337.01134894,7352.86647262
8542.25,3758.22237262,2759.28011967,8267.26631671,5337.01136122,7352.86647353
8542.5,3758.22237228,2759.28011247,8267.26631584,5337.01137333,7352.86647445
8542.75,3758.22237193,2759.2801053,8267.26631498,5337.01138525,7352.86647537
8543.0,3758.22237159,2759.28009816,8267.26631412,5337.01139698,7352.86647628
8543.25,3758.22237125,2759.28009105,8267.26631326,5337.01140851,7352.8664772
8543.5,3758.2223709,2759.28008397,8267.26631239,5337.01141984,7352.86647782
8543.75,3758.22237056,2759.28007692,8267.26631153,5337.01143095,7352.86647786
8544.0,3758.22237021,2759.2800699,8267.26631067,5337.01144184,7352.86647791
8544.25,3758.22236987,2759.28006291,8267.26630981,5337.0114525,7352.86647795
8544.5,3758.22236952,2759.28005596,8267.26630895,5337.01146293,7352.866478
8544.75,3758.22236918,2759.28004903,8267.26630808,5337.01147312,7352.86647804
8545.0,3758.22236883,2759.28004214,8267.26630722,5337.01148305,7352.86647809
8545.25,3758.22236849,2759.28003528,8267.26630636,5337.01149273,7352.86647813
8545.5,3758.22236815,2759.28002845,8267.2663055,5337.01150215,7352.86647818
8545.75,3758.2223678,2759.28002166,8267.26630463,5337.01151129,7352.86647822
8546.0,3758.22236746,2759.28001489,8267.26630377,5337.01152015,7352.86647827
8546.25,3758.22236711,2759.28000816,8267.26630291,5337.01152872,7352.86647831
8546.5,3758.22236677,2759.28000147,8267.26630205,5337.011537,7352.86647836
8546.75,3758.22236642,2759.2799948,8267.26630118,5337.01154497,7352.8664784
8547.0,3758.22236608,2759.27998818,8267.26630032,5337.01155263,7352.86647845
8547.25,3758.22236573,2759.27998158,8267.26629946,5337.01155997,7352.86647849
8547.5,3758.22236539,2759.27997502,8267.2662986,5337.01156699,7352.86647854
8547.75,3758.22236505,2759.27996849,8267.26629774,5337.01157367,7352.86647858
8548.0,3758.2223647,2759.279962,8267.26629687,5337.01158,7352.86647863
8548.25,3758.22236436,2759.27995554,8267.26629601,5337.01158598,7352.86647867
8548.5,3758.22236401,2759.27994911,8267.26629515,5337.01159161,7352.86647872
8548.75,3758.22236367,2759.27994273,8267.26629429,5337.01159686,7352.86647877
8549.0,3758.22236332,2759.27993637,8267.26629342,5337.01160174,7352.86647881
8549.25,3758.22236298,2759.27993005,8267.26629256,5337.01160623,7352.86647886
8549.5,3758.22236264,2759.27992377,8267.2662917,5337.01161033,7352.8664789
8549.75,3758.22236229,2759.27991752,8267.26629084,5337.01161403,7352.86647895
8550.0,3758.22236195,2759.27991131,8267.26628997,5337.01161732,7352.86647899
8550.25,3758.2223616,2759.27990514,8267.26628911,5337.01162019,7352.86647904
8550.5,3758.22236126,2759.279899,8267.26628825,5337.01162263,7352.86647908
8550.75,3758.22236091,2759.2798929,8267.26628739,5337.01162463,7352.86647913
8551.0,3758.22236057,2759.27988683,8267.26628653,5337.01162619,7352.86647917
8551.25,3758.22236022,2759.27988081,8267.26628566,5337.0116273,7352.86647922
8551.5,3758.22235988,2759.27987482,8267.2662848,5337.01162794,7352.86647926
8551.75,3758.22235954,2759.27986886,8267.26628394,5337.01162811,7352.86647931
8552.0,3758.22235919,2759.27986295,8267.26628308,5337.0116278,7352.86647935
8552.25,3758.22235885,2759.27985707,8267.26628221,5337.01162699,7352.8664794
8552.5,3758.2223585,2759.27985123,8267.26628135,5337.01162569,7352.86647944
8552.75,3758.22235816,2759.27984543,8267.26628049,5337.01162388,7352.86647949
8553.0,3758.22235781,2759.27983967,8267.26627963,5337.01162156,7352.86647953
8553.25,3758.22235747,2759.27983395,8267.26627876,5337.0116187,7352.86647958
8553.5,3758.22235712,2759.27982826,8267.2662779,5337.01161531,7352.86647962
8553.75,3758.22235678,2759.27982262,8267.26627704,5337.01161138,7352.86647967
8554.0,3758.22235644,2759.27981701,8267.26627618,5337.01160689,7352.86647971
8554.25,3758.22235609,2759.27981145,8267.26627532,5337.01160183,7352.86647976
8554.5,3758.22235575,2759.27980592,8267.26627445,5337.0115962,7352.8664798
8554.75,3758.2223554,2759.27980044,8267.26627359,5337.01158999,7352.86647985
8555.0,3758.22235506,2759.27979499,8267.26627273,5337.01158319,7352.86647989
8555.25,3758.22235471,2759.27978959,8267.26627187,5337.01157578,7352.86647994
8555.5,3758.22235437,2759.27978422,8267.266271,5337.01156775,7352.86647998
8555.75,3758.22235402,2759.2797789,8267.26627014,5337.01155911,7352.86648003
8556.0,3758.22235368,2759.27977362,8267.26626928,5337.01154983,7352.86648007
8556.25,3758.22235334,2759.27976837,8267.26626842,5337.01153991,7352.86648012
8556.5,3758.22235299,2759.27976318,8267.26626755,5337.01152934,7352.86648016
8556.75,3758.22235265,2759.27975802,8267.26626669,5337.0115181,7352.86648021
8557.0,3758.2223523,2759.2797529,8267.26626583,5337.01150619,7352.86648025
8557.25,3758.22235196,2759.27974783,8267.26626497,5337.0114936,7352.8664803
8557.5,3758.22235161,2759.2797428,8267.26626411,5337.01148032,7352.86648034
8557.75,3758.22235127,2759.27973781,8267.26626324,5337.01146633,7352.86648039
8558.0,3758.22235093,2759.27973286,8267.26626238,5337.01145174,7352.86648043
8558.25,3758.22235058,2759.27972796,8267.26626152,5337.01143696,7352.86648048
8558.5,3758.22235024,2759.2797231,8267.26626066,5337.01142206,7352.86648052
8558.75,3758.22234989,2759.27971829,8267.26625979,5337.01140701,7352.86648057
8559.0,3758.22234955,2759.27971352,8267.26625893,5337.01139184,7352.86648062
8559.25,3758.2223492,2759.27970879,8267.26625807,5337.01137655,7352.86648066
8559.5,3758.22234886,2759.27970411,8267.26625721,5337.01136113,7352.86648071
8559.75,3758.22234851,2759.27969947,8267.26625634,5337.0113456,7352.86648075
8560.0,3758.22234817,2759.27969487,8267.26625548,5337.01132996,7352.8664808
8560.25,3758.22234783,2759.27969032,8267.26625462,5337.0113142,7352.86648084
8560.5,3758.22234748,2759.27968582,8267.26625376,5337.01129834,7352.86648089
8560.75,3758.22234714,2759.27968136,8267.2662529,5337.01128238,7352.86648093
8561.0,3758.22234679,2759.27967695,8267.26625203,5337.01126633,7352.86648098
8561.25,3758.22234645,2759.27967258,8267.26625117,5337.01125018,7352.86648102
8561.5,3758.2223461,2759.27966826,8267.26625031,5337.01123394,7352.86648107
8561.75,3758.22234576,2759.27966398,8267.26624945,5337.01121762,7352.86648111
8562.0,3758.22234541,2759.27965975,8267.26624858,5337.01120122,7352.86648116
8562.25,3758.22234507,2759.27965557,8267.26624772,5337.01118475,7352.8664812
8562.5,3758.22234473,2759.27965144,8267.26624686,5337.0111682,7352.86648125
8562.75,3758.22234438,2759.27964735,8267.266246,5337.01115159,7352.86648129
8563.0,3758.22234404,2759.27964331,8267.26624513,5337.01113493,7352.86648134
8563.25,3758.22234369,2759.27963931,8267.26624427,5337.0111182,7352.86648138
8563.5,3758.22234335,2759.27963537,8267.26624341,5337.01110142,7352.86648143
8563.75,3758.222343,2759.27963147,8267.26624255,5337.0110846,7352.86648147
8564.0,3758.22234266,2759.27962762,8267.26624169,5337.01106774,7352.86648152
8564.25,3758.22234231,2759.27962382,8267.26624082,5337.01105084,7352.86648156
8564.5,3758.22234197,2759.27962007,8267.26623996,5337.0110339,7352.86648161
8564.75,3758.22234163,2759.27961636,8267.2662391,5337.01101695,7352.86648165
8565.0,3758.22234128,2759.27961271,8267.26623824,5337.01099997,7352.8664817
8565.25,3758.22234094,2759.2796091,8267.26623737,5337.01098297,7352.86648174
8565.5,3758.22234059,2759.27960555,8267.26623651,5337.01096596,7352.86648179
8565.75,3758.22234025,2759.27960204,8267.26623565,5337.01094895,7352.86648183
8566.0,3758.2223399,2759.27959859,8267.26623479,5337.01093194,7352.86648188
8566.25,3758.22233956,2759.27959518,8267.26623392,5337.01091493,7352.86648192
8566.5,3758.22233922,2759.27959183,8267.26623306,5337.01089794,7352.86648197
8566.75,3758.22233887,2759.27958852,8267.2662322,5337.01088096,7352.86648201
8567.0,3758.22233853,2759.27958527,8267.26623134,5337.010864,7352.86648206
8567.25,3758.22233818,2759.27958207,8267.26623048,5337.01084707,7352.8664821
8567.5,3758.22233784,2759.27957892,8267.26622961,5337.01083018,7352.86648215
8567.75,3758.22233749,2759.27957582,8267.26622875,5337.01081332,7352.86648219
8568.0,3758.22233715,2759.27957277,8267.26622789,5337.01079651,7352.86648224
8568.25,3758.2223368,2759.27956978,8267.26622703,5337.01077975,7352.86648228
8568.5,3758.22233646,2759.27956683,8267.26622616,5337.01076304,7352.86648233
8568.75,3758.22233612,2759.27956394,8267.2662253,5337.0107464,7352.86648237
8569.0,3758.22233577,2759.27956111,8267.26622444,5337.01072982,7352.86648242
8569.25,3758.22233543,2759.27955832,8267.26622358,5337.01071333,7352.86648247
8569.5,3758.22233508,2759.27955559,8267.26622271,5337.01069691,7352.86648251
8569.75,3758.22233474,2759.27955291,8267.26622185,5337.01068058,7352.86648256
8570.0,3758.22233439,2759.27955029,8267.26622099,5337.01066434,7352.8664826
